Drug	Sample	Efficacy	Measurement	Value
Crizotinib	ipNF95.6	NA	TAUC	483.4627321
Flavopiridol???	ipNF95.6	NA	TAUC	365.4064057
Dapagliflozin	ipNF95.6	NA	TAUC	519.7128943
Linifanib	ipNF95.6	NA	TAUC	580.9427359
Veliparib	ipNF95.6	NA	TAUC	460.5051267
AZD-8055	ipNF95.6	NA	TAUC	342.6117379
Tipifarnib	ipNF95.6	NA	TAUC	451.2676472
CHIR-265	ipNF95.6	NA	TAUC	425.5590451
GSK-2126458	ipNF95.6	NA	TAUC	289.2114485
GSK-1016790A	ipNF95.6	NA	TAUC	514.9281574
GSK-650394	ipNF95.6	NA	TAUC	467.1604185
Veliflapon	ipNF95.6	NA	TAUC	549.2768944
JQ1	ipNF95.6	NA	TAUC	445.916919
BI-2536	ipNF95.6	NA	TAUC	436.1506017
GSK-1904529A	ipNF95.6	NA	TAUC	426.2652466
ABT-737	ipNF95.6	NA	TAUC	525.5339631
Agomelatine	ipNF95.6	NA	TAUC	516.4146361
Dapoxetine hydrochloride	ipNF95.6	NA	TAUC	481.6996594
Fenticonazole nitrate	ipNF95.6	NA	TAUC	498.4120698
Istradefylline	ipNF95.6	NA	TAUC	420.7406131
Lacosamide	ipNF95.6	NA	TAUC	518.7774353
Albendazole Oxide	ipNF95.6	NA	TAUC	468.2331225
Clevudine	ipNF95.6	NA	TAUC	503.4451693
Prucalopride	ipNF95.6	NA	TAUC	500.0613867
PRT-060318	ipNF95.6	NA	TAUC	419.5889696
Ro-31-8425	ipNF95.6	NA	TAUC	449.0319326
R-1487	ipNF95.6	NA	TAUC	491.1895717
NCGC00262331	ipNF95.6	NA	TAUC	461.0537232
NCGC00262376	ipNF95.6	NA	TAUC	444.6301244
NCGC00262398	ipNF95.6	NA	TAUC	531.1321559
Vitamin B12	ipNF95.6	NA	TAUC	520.1080326
Cisatracurium besylate	ipNF95.6	NA	TAUC	560.9110902
CAL-101	ipNF95.6	NA	TAUC	459.1012224
BKM-120	ipNF95.6	NA	TAUC	404.053686
TG-101209	ipNF95.6	NA	TAUC	444.9646653
S31-201	ipNF95.6	NA	TAUC	462.9280519
WP-1066	ipNF95.6	NA	TAUC	479.2067172
NCGC00262689	ipNF95.6	NA	TAUC	531.36926
C-188-9	ipNF95.6	NA	TAUC	488.3567465
BIBR 1048	ipNF95.6	NA	TAUC	513.8586974
Rivaroxaban	ipNF95.6	NA	TAUC	522.6626795
NCGC00263015-01	ipNF95.6	NA	TAUC	524.7856256
DE-096	ipNF95.6	NA	TAUC	510.5715655
CPG-52364	ipNF95.6	NA	TAUC	469.9027383
NCGC00263018-01	ipNF95.6	NA	TAUC	442.2545653
WAY-204688	ipNF95.6	NA	TAUC	507.9379994
NCGC00263020-01	ipNF95.6	NA	TAUC	519.5630344
MLN-120B	ipNF95.6	NA	TAUC	491.5364444
Dalcetrapib	ipNF95.6	NA	TAUC	516.5543577
Hh-Ag1.5	ipNF95.6	NA	TAUC	441.237996
Wnt-C59	ipNF95.6	NA	TAUC	524.5144548
BI-D1870	ipNF95.6	NA	TAUC	529.4608972
Volasertib	ipNF95.6	NA	TAUC	411.8349977
BAG-956	ipNF95.6	NA	TAUC	312.9405269
AZD-1152-HQPA	ipNF95.6	NA	TAUC	481.369557
AZ-3146	ipNF95.6	NA	TAUC	432.8717839
AT-7519	ipNF95.6	NA	TAUC	411.3710214
Apratastat	ipNF95.6	NA	TAUC	576.2256482
Apilimod	ipNF95.6	NA	TAUC	493.8465672
AMG-900	ipNF95.6	NA	TAUC	476.0894549
Sotrastaurin	ipNF95.6	NA	TAUC	474.2791698
Iniparib	ipNF95.6	NA	TAUC	495.6645073
Cediranib	ipNF95.6	NA	TAUC	508.7353509
Combretastatin A-4	ipNF95.6	NA	TAUC	459.3175032
CP-466722	ipNF95.6	NA	TAUC	514.0501927
OSI-632	ipNF95.6	NA	TAUC	488.3685407
CP-724714	ipNF95.6	NA	TAUC	574.4160133
Degrasyn	ipNF95.6	NA	TAUC	450.82207
Pelitinib	ipNF95.6	NA	TAUC	436.0237361
Foretinib	ipNF95.6	NA	TAUC	406.8367391
Turofexorate isopropyl	ipNF95.6	NA	TAUC	504.4275689
Gavestinel sodium	ipNF95.6	NA	TAUC	518.1491022
GB 83	ipNF95.6	NA	TAUC	495.1053609
Vorapaxar	ipNF95.6	NA	TAUC	448.5788665
GDC-0980	ipNF95.6	NA	TAUC	362.2667869
Osanetant	ipNF95.6	NA	TAUC	507.3516123
GSK-3787	ipNF95.6	NA	TAUC	529.148633
GSK-461364A	ipNF95.6	NA	TAUC	436.3536648
GYKI-53655	ipNF95.6	NA	TAUC	469.4165014
SCH-900435	ipNF95.6	NA	TAUC	470.7950628
Ibutamoren mesilate	ipNF95.6	NA	TAUC	499.6965978
ICG-001	ipNF95.6	NA	TAUC	424.6918029
Panobinostat	ipNF95.6	NA	TAUC	387.6798678
Lirimilast	ipNF95.6	NA	TAUC	496.7933169
Ruboxistaurin mesilate	ipNF95.6	NA	TAUC	441.9054771
MDV-3100	ipNF95.6	NA	TAUC	504.5553805
MG-149	ipNF95.6	NA	TAUC	520.5056364
MK-0354	ipNF95.6	NA	TAUC	495.9993253
MK-767	ipNF95.6	NA	TAUC	475.1593265
Nutlin-3	ipNF95.6	NA	TAUC	492.8263575
SG-00529	ipNF95.6	NA	TAUC	517.2098831
Cutamesine hydrochloride	ipNF95.6	NA	TAUC	459.4585308
PD-166793	ipNF95.6	NA	TAUC	508.154739
PD-0220245	ipNF95.6	NA	TAUC	497.0729222
PD-0332991	ipNF95.6	NA	TAUC	477.3850965
cPEPCK inhibitor	ipNF95.6	NA	TAUC	485.6305431
PF-3845	ipNF95.6	NA	TAUC	444.9672582
PF-477736	ipNF95.6	NA	TAUC	445.4762708
PF-573228	ipNF95.6	NA	TAUC	467.1559249
PF-4708671	ipNF95.6	NA	TAUC	492.0462768
Piraxostat	ipNF95.6	NA	TAUC	503.2654316
Pracinostat	ipNF95.6	NA	TAUC	443.0283514
RD-162	ipNF95.6	NA	TAUC	510.3431202
Regorafenib	ipNF95.6	NA	TAUC	512.5277927
Rolofylline	ipNF95.6	NA	TAUC	529.8519262
Talmapimod	ipNF95.6	NA	TAUC	515.9978838
STF-083010	ipNF95.6	NA	TAUC	434.1061146
Tiplasinin	ipNF95.6	NA	TAUC	517.9338598
VER-155008	ipNF95.6	NA	TAUC	519.8255577
WZ-4002	ipNF95.6	NA	TAUC	362.4922279
BI-78D3	ipNF95.6	NA	TAUC	409.6074299
SR-3306	ipNF95.6	NA	TAUC	363.8248397
A-674563	ipNF95.6	NA	TAUC	427.2707492
Abiraterone	ipNF95.6	NA	TAUC	545.3290096
AEE-788	ipNF95.6	NA	TAUC	411.7499455
Andarine	ipNF95.6	NA	TAUC	465.3192837
JNJ-7706621	ipNF95.6	NA	TAUC	493.0091263
Ponatinib	ipNF95.6	NA	TAUC	498.5963932
AR-42	ipNF95.6	NA	TAUC	410.4691711
AZD-6482	ipNF95.6	NA	TAUC	411.9345979
Belinostat	ipNF95.6	NA	TAUC	439.6471501
Vargatef	ipNF95.6	NA	TAUC	487.6654734
BMS-777607	ipNF95.6	NA	TAUC	531.6052292
Amuvatinib	ipNF95.6	NA	TAUC	596.3188261
OSI-930	ipNF95.6	NA	TAUC	586.0272646
Brivanib	ipNF95.6	NA	TAUC	562.9524156
PF-04217903	ipNF95.6	NA	TAUC	526.6531857
RO-4929097	ipNF95.6	NA	TAUC	515.2992149
SGX-523	ipNF95.6	NA	TAUC	537.00328
Cabozantinib	ipNF95.6	+	TAUC	445.204501
PH-797804	ipNF95.6	NA	TAUC	531.8390684
Obatoclax	ipNF95.6	NA	TAUC	407.8877469
SNS-032	ipNF95.6	NA	TAUC	405.3225355
PHA-793887	ipNF95.6	NA	TAUC	426.4251838
Plinabulin	ipNF95.6	NA	TAUC	443.2028166
LY-2940680??	ipNF95.6	NA	TAUC	469.4838254
Serdemetan	ipNF95.6	NA	TAUC	510.7813661
DCC-2036	ipNF95.6	NA	TAUC	496.97772
Rucaparib	ipNF95.6	NA	TAUC	465.9156163
Ispinesib	ipNF95.6	NA	TAUC	449.4866298
Tosedostat	ipNF95.6	NA	TAUC	498.0841065
BMS-794833	ipNF95.6	NA	TAUC	501.6949394
CUDC-101	ipNF95.6	NA	TAUC	400.2327618
ENMD-981693	ipNF95.6	NA	TAUC	450.0732597
AR-00341677	ipNF95.6	NA	TAUC	506.8138124
Trametinib	ipNF95.6	++	TAUC	473.2338821
GSK-690693	ipNF95.6	NA	TAUC	464.9356367
Mocetinostat	ipNF95.6	NA	TAUC	456.1435076
MK-1775	ipNF95.6	NA	TAUC	452.7681066
MK-0752	ipNF95.6	-	TAUC	497.735364
Dacomitinib	ipNF95.6	NA	TAUC	536.3451458
SGI-1776	ipNF95.6	NA	TAUC	483.3177366
TAK-733	ipNF95.6	NA	TAUC	442.0469525
YO-01027	ipNF95.6	NA	TAUC	500.1828402
JNJ-38877605	ipNF95.6	NA	TAUC	527.3414692
KU-0064	ipNF95.6	NA	TAUC	509.7107328
PHA-690509	ipNF95.6	NA	TAUC	379.6202402
Silmitasertib	ipNF95.6	NA	TAUC	475.5646117
KI-20227	ipNF95.6	NA	TAUC	497.4691
SB-216763	ipNF95.6	NA	TAUC	466.5180787
AV-412	ipNF95.6	NA	TAUC	478.9371007
S6K-18	ipNF95.6	NA	TAUC	483.4576905
BMS-5	ipNF95.6	NA	TAUC	447.6547892
Lenvatinib	ipNF95.6	NA	TAUC	493.1966862
AMG-Tie2-1	ipNF95.6	NA	TAUC	474.6903538
RO495	ipNF95.6	NA	TAUC	460.0819382
AMG-51	ipNF95.6	NA	TAUC	474.558612
NVP-BSK805	ipNF95.6	NA	TAUC	481.3026564
Danusertib	ipNF95.6	NA	TAUC	443.4585429
CYC-116	ipNF95.6	NA	TAUC	430.3669128
Motesanib	ipNF95.6	NA	TAUC	477.2019911
AMG-47a	ipNF95.6	NA	TAUC	459.7904061
QS11	ipNF95.6	NA	TAUC	485.6384734
TW-37	ipNF95.6	NA	TAUC	491.6046976
ML 141	ipNF95.6	NA	TAUC	549.6807473
SANT-2	ipNF95.6	NA	TAUC	476.0632229
JK 184	ipNF95.6	NA	TAUC	466.6797383
SJ-172550	ipNF95.6	NA	TAUC	474.8441913
PF-184	ipNF95.6	NA	TAUC	483.0094429
HC-067047	ipNF95.6	NA	TAUC	478.5875005
Torin-1	ipNF95.6	NA	TAUC	360.0154939
Torin-2	ipNF95.6	NA	TAUC	293.7696813
NVP231	ipNF95.6	NA	TAUC	512.2165663
Teriflunomide	ipNF95.6	NA	TAUC	489.8555284
Elacridar	ipNF95.6	NA	TAUC	548.2979618
Romidepsin	ipNF95.6	NA	TAUC	306.8260999
Ezatiostat	ipNF95.6	NA	TAUC	487.8513658
CAY10581	ipNF95.6	NA	TAUC	439.61969
CAY10626	ipNF95.6	NA	TAUC	290.467873
D-NMAPPD	ipNF95.6	NA	TAUC	518.4049663
AG-041R	ipNF95.6	NA	TAUC	547.2971484
BAY-60-7550	ipNF95.6	NA	TAUC	480.0701712
BAY-41-8543	ipNF95.6	NA	TAUC	585.2115341
FASN BI	ipNF95.6	NA	TAUC	482.0926926
GSK837149A	ipNF95.6	NA	TAUC	519.9583791
FASN MRK	ipNF95.6	NA	TAUC	484.4904195
PDHK RIKEN	ipNF95.6	NA	TAUC	537.8133437
GLS968	ipNF95.6	NA	TAUC	506.4474877
IPFK2	ipNF95.6	NA	TAUC	499.8411318
IDH-001	ipNF95.6	NA	TAUC	523.3413433
ACC1 BMS	ipNF95.6	NA	TAUC	527.3935374
SM-164	ipNF95.6	NA	TAUC	516.8289866
JZL-184	ipNF95.6	NA	TAUC	496.6636007
Withaferin A	ipNF95.6	NA	TAUC	418.8149826
FMK-MEA	ipNF95.6	NA	TAUC	533.6638708
ASR-isobudimer-SO2Ph-4-CH2OC(O)NMe2	ipNF95.6	NA	TAUC	428.2216169
BTM-2C-dimer ketone	ipNF95.6	NA	TAUC	433.4693405
BTM-2C-dimer allyl oxime	ipNF95.6	NA	TAUC	446.8880663
Alisertib	ipNF95.6	NA	TAUC	450.0406082
Ac-SAH-p53-8	ipNF95.6	NA	TAUC	534.9538162
GSK-1995010	ipNF95.6	NA	TAUC	528.8164631
Deflazacort	ipNF95.6	NA	TAUC	484.9046096
Dutasteride	ipNF95.6	NA	TAUC	490.4775075
Isepamicin	ipNF95.6	NA	TAUC	509.3707869
Linezolid	ipNF95.6	NA	TAUC	509.5111495
Olopatadine hydrochloride	ipNF95.6	NA	TAUC	471.687457
Ziprasidone hydrochloride	ipNF95.6	NA	TAUC	487.4590796
Dexrazoxane hydrochloride	ipNF95.6	NA	TAUC	550.8145105
StemRegenin 1	ipNF95.6	NA	TAUC	462.3137062
Spautin-1	ipNF95.6	NA	TAUC	498.0130593
Levosimendan	ipNF95.6	NA	TAUC	498.9953015
Gestodene	ipNF95.6	NA	TAUC	496.0816422
Oteracil potassium	ipNF95.6	NA	TAUC	496.1553629
Tubastatin A	ipNF95.6	NA	TAUC	453.8075118
M344	ipNF95.6	NA	TAUC	408.8420938
I-BET762	ipNF95.6	NA	TAUC	464.711496
Kartogenin	ipNF95.6	NA	TAUC	496.736113
Carboplatin	ipNF95.6	NA	TAUC	556.2038542
Zolmitriptan	ipNF95.6	NA	TAUC	588.6807078
Epirubicin hydrochloride	ipNF95.6	NA	TAUC	420.6490719
Kanamycin	ipNF95.6	NA	TAUC	504.4203204
Alendronate	ipNF95.6	NA	TAUC	494.3629474
Hyodeoxycholic acid (HDCA)	ipNF95.6	NA	TAUC	500.390526
Miglitol	ipNF95.6	NA	TAUC	504.7721416
Rifaximin	ipNF95.6	NA	TAUC	581.2188109
Nateglinide	ipNF95.6	NA	TAUC	466.4103591
Exemestane	ipNF95.6	NA	TAUC	518.4731005
SB-747651-A	ipNF95.6	NA	TAUC	450.9512203
Wyeth Cot inhibitor-2	ipNF95.6	NA	TAUC	496.2858977
BGJ-398	ipNF95.6	NA	TAUC	523.6783041
AZ-TAK1 Inhibitor	ipNF95.6	NA	TAUC	510.837771
Trilostane	ipNF95.6	NA	TAUC	528.6374563
Zosuquidar trihydrochloride	ipNF95.6	NA	TAUC	488.2001608
Pimobendan	ipNF95.6	NA	TAUC	576.9059881
Betamethasone valerate	ipNF95.6	NA	TAUC	460.4735862
Desonide	ipNF95.6	NA	TAUC	490.3654245
Eltrombopag olamine	ipNF95.6	NA	TAUC	496.100059
Itraconazole	ipNF95.6	NA	TAUC	514.5944437
Rabusertib	ipNF95.6	NA	TAUC	475.6327392
YW3-56	ipNF95.6	NA	TAUC	493.2540207
purmorphamine	ipNF95.6	NA	TAUC	486.3482174
STF-62247	ipNF95.6	NA	TAUC	471.4187349
TM-30089	ipNF95.6	NA	TAUC	514.1095003
Calindol	ipNF95.6	NA	TAUC	540.8812476
Manoalide	ipNF95.6	NA	TAUC	507.6758462
Calhex 231	ipNF95.6	NA	TAUC	522.1257979
NPS R568	ipNF95.6	NA	TAUC	531.158212
AC-265347	ipNF95.6	NA	TAUC	501.773658
SB262470
NPS-2143	ipNF95.6	NA	TAUC	515.5350011
SB12111	ipNF95.6	NA	TAUC	475.2038815
Cyprodime	ipNF95.6	NA	TAUC	502.034765
J113397	ipNF95.6	NA	TAUC	477.5493685
Piperaquine	ipNF95.6	NA	TAUC	519.7697116
Oxandrolone	ipNF95.6	NA	TAUC	517.7203344
Stanozolol	ipNF95.6	NA	TAUC	490.4718348
Diosmin	ipNF95.6	NA	TAUC	521.0497505
I-BET151	ipNF95.6	NA	TAUC	474.0703615
SGC0946	ipNF95.6	NA	TAUC	460.8150924
UNC1215	ipNF95.6	NA	TAUC	521.6709007
IOX2	ipNF95.6	NA	TAUC	521.7685462
Marizomib	ipNF95.6	NA	TAUC	315.8851055
CPI-613	ipNF95.6	NA	TAUC	498.2262906
NCGC00344990-01	ipNF95.6	NA	TAUC	400.2114031
NCGC00344999-01	ipNF95.6	NA	TAUC	439.1342834
D-159687	ipNF95.6	NA	TAUC	564.5295727
IDE-2	ipNF95.6	NA	TAUC	537.4518199
GSK3 Inhibitor	ipNF95.6	NA	TAUC	429.411366
Vidofludimus	ipNF95.6	NA	TAUC	504.4261608
KHS101	ipNF95.6	NA	TAUC	473.9056248
Stauprimide	ipNF95.6	NA	TAUC	458.2123726
Robotnikinin	ipNF95.6	NA	TAUC	491.2162143
(-)-Indolactam V	ipNF95.6	NA	TAUC	471.1238817
GSK525768	ipNF95.6	NA	TAUC	492.8256109
3-Methyladenine	ipNF95.6	NA	TAUC	457.9947558
Gandotinib	ipNF95.6	NA	TAUC	473.8598154
PCI-34051	ipNF95.6	NA	TAUC	515.720771
Dacinostat	ipNF95.6	NA	TAUC	405.5275078
KH-CB19	ipNF95.6	NA	TAUC	481.7214475
NSC-678515	ipNF95.6	NA	TAUC	511.8570046
GMX-1778	ipNF95.6	NA	TAUC	447.7121548
17	-hydroxy Wortmannin	NA	TAUC	431.1926591
PF-3758309	ipNF95.6	NA	TAUC	361.9668859
Eprosartan mesylate	ipNF95.6	NA	TAUC	521.1926522
Compound 7	ipNF95.6	NA	TAUC	504.7593103
ABT-199	ipNF95.6	NA	TAUC	572.2130748
Laropiprant	ipNF95.6	NA	TAUC	512.5177315
ASP-3026	ipNF95.6	NA	TAUC	435.3733622
AN2728	ipNF95.6	NA	TAUC	514.6194694
EMD-1214063	ipNF95.6	NA	TAUC	406.9953772
MLN-4924	ipNF95.6	NA	TAUC	523.6211407
AZD-5363	ipNF95.6	-	TAUC	474.7846065
GSK-2636771	ipNF95.6	NA	TAUC	404.7152537
AP-761	ipNF95.6	NA	TAUC	520.2152511
BMS-911543	ipNF95.6	NA	TAUC	461.7075386
Oprozomib	ipNF95.6	NA	TAUC	366.5507537
CVT-6883	ipNF95.6	NA	TAUC	460.6262204
AP-768	ipNF95.6	NA	TAUC	508.2646009
ACY-1215	ipNF95.6	NA	TAUC	504.235825
AVN-944	ipNF95.6	NA	TAUC	446.2668499
ARRY-162	ipNF95.6	NA	TAUC	492.9969041
STX-0119	ipNF95.6	NA	TAUC	506.4182073
CAA0225	ipNF95.6	NA	TAUC	474.6638138
BP-1-102	ipNF95.6	NA	TAUC	490.4247836
RGB-286147	ipNF95.6	NA	TAUC	456.1338135
Tetrahydrouridine	ipNF95.6	NA	TAUC	551.6000723
LLL-12	ipNF95.6	NA	TAUC	304.8519968
Ingenol mebutate	ipNF95.6	NA	TAUC	368.2213822
Icaritin	ipNF95.6	NA	TAUC	499.0849567
MG-115	ipNF95.6	NA	TAUC	437.9591656
GM-1489	ipNF95.6	NA	TAUC	474.2726257
GM-6001	ipNF95.6	NA	TAUC	507.3410872
Ximelagatran	ipNF95.6	NA	TAUC	514.312431
Estetrol	ipNF95.6	NA	TAUC	514.6375053
AG-13958	ipNF95.6	NA	TAUC	543.6897534
Akt-I-1	ipNF95.6	NA	TAUC	440.807909
Akt-I-1,2	ipNF95.6	NA	TAUC	475.4000034
BMS-2	ipNF95.6	NA	TAUC	499.8690631
BMS-3	ipNF95.6	NA	TAUC	433.132729
CC-401	ipNF95.6	NA	TAUC	476.4014209
Merck 5	ipNF95.6	NA	TAUC	502.3386232
PD-173955	ipNF95.6	NA	TAUC	472.3415162
PD-173955 Analogue 1	ipNF95.6	NA	TAUC	510.2207903
SB-242235	ipNF95.6	NA	TAUC	511.9915134
SD-06	ipNF95.6	NA	TAUC	517.3251898
SR-3677	ipNF95.6	NA	TAUC	496.9974838
TAK-715	ipNF95.6	NA	TAUC	532.1609406
SMI-4a	ipNF95.6	NA	TAUC	504.8053802
GNE-490	ipNF95.6	NA	TAUC	381.973402
GNE-493	ipNF95.6	NA	TAUC	369.3565309
Baricitinib	ipNF95.6	NA	TAUC	497.3082268
Merck-22-6	ipNF95.6	NA	TAUC	427.6823765
S-99	ipNF95.6	NA	TAUC	545.294186
GSK-25	ipNF95.6	NA	TAUC	478.3119119
AMG-25	ipNF95.6	NA	TAUC	460.1042676
Bayer-18	ipNF95.6	NA	TAUC	497.1813064
TG-89	ipNF95.6	NA	TAUC	431.6491543
TG-46	ipNF95.6	NA	TAUC	397.845078
JNJ-38158471	ipNF95.6	NA	TAUC	525.9888659
AMG-1	ipNF95.6	NA	TAUC	514.8877035
NIBR-17	ipNF95.6	NA	TAUC	436.5542908
AS-602801	ipNF95.6	NA	TAUC	412.9940461
GNE-477	ipNF95.6	NA	TAUC	320.109756
BS-194	ipNF95.6	NA	TAUC	473.8335282
JNJ-28312141	ipNF95.6	NA	TAUC	486.9979718
CEP-33779	ipNF95.6	NA	TAUC	488.1186564
GPLG-0634	ipNF95.6	NA	TAUC	504.024622
AZD-26	ipNF95.6	NA	TAUC	475.2701855
CGI-1746	ipNF95.6	NA	TAUC	498.4392032
Takeda-6d	ipNF95.6	NA	TAUC	541.9920644
Conivaptan hydrochloride	ipNF95.6	NA	TAUC	482.3933118
GSK429286A	ipNF95.6	NA	TAUC	484.6207001
L-779450	ipNF95.6	NA	TAUC	424.8255513
Omigapil	ipNF95.6	NA	TAUC	511.711662
Peramivir	ipNF95.6	NA	TAUC	456.4378736
Imipenem	ipNF95.6	NA	TAUC	479.4748758
Niraparib	ipNF95.6	NA	TAUC	468.3441356
CCT-241533	ipNF95.6	NA	TAUC	408.7110035
Vosaroxin	ipNF95.6	NA	TAUC	537.2253988
Retaspimycin	ipNF95.6	NA	TAUC	423.2321426
Diclofensine	ipNF95.6	NA	TAUC	493.6580101
Sumanirole maleate	ipNF95.6	NA	TAUC	484.4763813
ABC-294640	ipNF95.6	NA	TAUC	506.6301274
Rupintrivir	ipNF95.6	NA	TAUC	514.155445
VE-821	ipNF95.6	NA	TAUC	518.5660025
D-106669	ipNF95.6	NA	TAUC	460.9217323
Tariquidar	ipNF95.6	NA	TAUC	456.233413
Parogrelil	ipNF95.6	NA	TAUC	416.7117803
Triciribine phosphate	ipNF95.6	NA	TAUC	439.9899633
BMS-754807	ipNF95.6	NA	TAUC	492.6674887
Cobimetinib	ipNF95.6	NA	TAUC	493.2505418
Macitentan	ipNF95.6	NA	TAUC	518.4685433
BAY-80-6946	ipNF95.6	NA	TAUC	416.6720036
MLN-2480	ipNF95.6	NA	TAUC	508.159011
LY-2874455	ipNF95.6	NA	TAUC	452.3454354
BMS-536924	ipNF95.6	NA	TAUC	466.6089262
NVP-AEW541	ipNF95.6	NA	TAUC	535.7218128
Sofosbuvir	ipNF95.6	NA	TAUC	548.5236444
Nesbuvir	ipNF95.6	NA	TAUC	486.6005459
ARRY-520	ipNF95.6	NA	TAUC	485.2390226
GDC-0349	ipNF95.6	NA	TAUC	418.7431875
VCH-916	ipNF95.6	NA	TAUC	563.9466029
17 alpha-propionate	ipNF95.6	NA	TAUC	505.0556685
Delanzomib	ipNF95.6	NA	TAUC	337.9039678
Zilpaterol	ipNF95.6	NA	TAUC	501.3213566
Rebeccamycin	ipNF95.6	NA	TAUC	502.6854325
NMP	ipNF95.6	NA	TAUC	491.2363802
Birinapant	ipNF95.6	NA	TAUC	522.3420892
Telotristat etiprate	ipNF95.6	NA	TAUC	458.065021
Emricasan	ipNF95.6	NA	TAUC	511.934063
AST-1306	ipNF95.6	NA	TAUC	463.4343305
Ridaforolimus	ipNF95.6	NA	TAUC	424.4755044
Mesna disulfide	ipNF95.6	NA	TAUC	518.6781362
AC-480	ipNF95.6	NA	TAUC	442.2421022
ZSTK-474	ipNF95.6	NA	TAUC	392.3687493
ADW-742	ipNF95.6	NA	TAUC	520.9623504
Abexinostat	ipNF95.6	NA	TAUC	448.9966031
Quisinostat hydrochloride	ipNF95.6	NA	TAUC	384.3714267
MLN-8054	ipNF95.6	NA	TAUC	518.0171346
BTZ-10526043	ipNF95.6	NA	TAUC	470.5365207
OSU-03012	ipNF95.6	NA	TAUC	488.9000601
Varespladib	ipNF95.6	NA	TAUC	502.8702367
XL-147	ipNF95.6	NA	TAUC	516.5947703
AT-9283	ipNF95.6	NA	TAUC	368.2244307
E-7010	ipNF95.6	NA	TAUC	504.6128096
TGX-221	ipNF95.6	NA	TAUC	405.6249622
WZ-3146	ipNF95.6	NA	TAUC	455.5020385
WZ-8040	ipNF95.6	NA	TAUC	484.4757885
Danoprevir	ipNF95.6	NA	TAUC	495.3768891
Ostarine	ipNF95.6	NA	TAUC	474.9495035
PIK-75	ipNF95.6	NA	TAUC	281.6971663
Bleomycin sulfate	ipNF95.6	NA	TAUC	440.9156449
Dienogest	ipNF95.6	NA	TAUC	506.7669604
Perifosine	ipNF95.6	NA	TAUC	548.8562457
Avagacestat	ipNF95.6	NA	TAUC	486.027939
Epothilone A	ipNF95.6	NA	TAUC	349.1620308
LY-2886721	ipNF95.6	NA	TAUC	515.7136277
AMG-208	ipNF95.6	NA	TAUC	552.2481265
TG-100115	ipNF95.6	NA	TAUC	502.4271634
GSK-615	ipNF95.6	NA	TAUC	359.7954256
MGCD-265	ipNF95.6	NA	TAUC	493.841391
ON-01910	ipNF95.6	NA	TAUC	458.1039235
BMS-707035	ipNF95.6	NA	TAUC	508.3375723
Amonafide	ipNF95.6	NA	TAUC	525.0166649
Bafetinib	ipNF95.6	NA	TAUC	479.529491
Biapenem	ipNF95.6	NA	TAUC	536.6341359
Cefoselis sulfate	ipNF95.6	NA	TAUC	465.6208561
Daptomycin	ipNF95.6	NA	TAUC	523.6939255
Meropenem	ipNF95.6	NA	TAUC	455.5339045
Teicoplanin	ipNF95.6	NA	TAUC	484.3854547
Bimatoprost	ipNF95.6	NA	TAUC	500.0854756
Risedronate sodium	ipNF95.6	NA	TAUC	513.6518272
A-922500	ipNF95.6	NA	TAUC	512.1393275
Azalomycin-B	ipNF95.6	NA	TAUC	324.4963162
Nanchangmycin	ipNF95.6	NA	TAUC	384.9173541
Aurora A Inhibitor I	ipNF95.6	NA	TAUC	457.0243525
PHA-680632	ipNF95.6	NA	TAUC	462.7127463
FG-4592	ipNF95.6	NA	TAUC	523.0543515
Safinamide mesilate	ipNF95.6	NA	TAUC	413.6288047
Pimasertib	ipNF95.6	NA	TAUC	456.0197487
Oligomycin A	ipNF95.6	NA	TAUC	514.6259627
Lomibuvir	ipNF95.6	NA	TAUC	558.9220336
Daclatasvir dihydrochloride	ipNF95.6	NA	TAUC	472.7273442
MC-1568	ipNF95.6	NA	TAUC	511.4544974
IVX-214	ipNF95.6	NA	TAUC	457.7621296
PIK-93	ipNF95.6	NA	TAUC	421.7576789
LY-2228820	ipNF95.6	NA	TAUC	448.7807403
Natamycin	ipNF95.6	NA	TAUC	505.9355218
CCT-129202	ipNF95.6	NA	TAUC	500.9548037
Fesoterodine fumarate	ipNF95.6	NA	TAUC	452.4446077
XL-765	ipNF95.6	NA	TAUC	500.2567392
Hesperadin	ipNF95.6	NA	TAUC	467.5545954
BIX 02188	ipNF95.6	NA	TAUC	475.930535
BIX 02189	ipNF95.6	NA	TAUC	487.9971665
Telaprevir	ipNF95.6	NA	TAUC	491.741172
MK-3207	ipNF95.6	NA	TAUC	497.1208414
PHT-427	ipNF95.6	NA	TAUC	551.727201
KRN-633	ipNF95.6	NA	TAUC	500.6788776
AT-7867	ipNF95.6	NA	TAUC	433.9411247
Lumacaftor	ipNF95.6	NA	TAUC	332.292791
Pomalidomide	ipNF95.6	NA	TAUC	548.6611838
PD-318088	ipNF95.6	NA	TAUC	454.159202
BS-181	ipNF95.6	NA	TAUC	445.2353397
Tie-2 kinase inhibitor	ipNF95.6	NA	TAUC	523.4667547
Apixaban	ipNF95.6	NA	TAUC	508.7815462
Semagacestat	ipNF95.6	NA	TAUC	491.5157093
Erteberel	ipNF95.6	NA	TAUC	471.492909
Silodosin	ipNF95.6	NA	TAUC	499.6558864
Erythromycin	ipNF95.6	NA	TAUC	503.2914338
